UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,AG_ECO9,EPA_REG,STATE,CHEM_NOT_COLLECTED,WCHL_NOT_COLLECTED,LAB,MATRIX,SAM_CODE,CHEM_DATE_RECEIVED,CHEM_LAB_SAMPLE_ID,AMMONIA_N_BATCH_ID,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_DILUTION_FACTOR,AMMONIA_N_HOLDING_TIME,AMMONIA_N_MDL,AMMONIA_N_NARS_FLAG,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,AMMONIA_N_UNITS,ANC_BATCH_ID,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_MDL,ANC_NARS_FLAG,ANC_QA_FLAG,ANC_RESULT,ANC_RL,ANC_UNITS,CALCIUM_BATCH_ID,CALCIUM_DATE_ANALYZED,CALCIUM_DILUTION_FACTOR,CALCIUM_HOLDING_TIME,CALCIUM_MDL,CALCIUM_NARS_FLAG,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CALCIUM_UNITS,CHLORIDE_BATCH_ID,CHLORIDE_DATE_ANALYZED,CHLORIDE_DILUTION_FACTOR,CHLORIDE_HOLDING_TIME,CHLORIDE_MDL,CHLORIDE_NARS_FLAG,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,CHLORIDE_UNITS,COLOR_BATCH_ID,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_MDL,COLOR_NARS_FLAG,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COLOR_UNITS,COND_BATCH_ID,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_MDL,COND_NARS_FLAG,COND_QA_FLAG,COND_RESULT,COND_RL,COND_UNITS,DOC_BATCH_ID,DOC_DATE_ANALYZED,DOC_DILUTION_FACTOR,DOC_HOLDING_TIME,DOC_MDL,DOC_NARS_FLAG,DOC_QA_FLAG,DOC_RESULT,DOC_RL,DOC_UNITS,MAGNESIUM_BATCH_ID,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_DILUTION_FACTOR,MAGNESIUM_HOLDING_TIME,MAGNESIUM_MDL,MAGNESIUM_NARS_FLAG,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,MAGNESIUM_UNITS,NITRATE_N_BATCH_ID,NITRATE_N_DATE_ANALYZED,NITRATE_N_DILUTION_FACTOR,NITRATE_N_HOLDING_TIME,NITRATE_N_MDL,NITRATE_N_NARS_FLAG,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_N_UNITS,NITRATE_NITRITE_N_BATCH_ID,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_NARS_FLAG,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRATE_NITRITE_N_UNITS,NITRITE_N_BATCH_ID,NITRITE_N_DATE_ANALYZED,NITRITE_N_DILUTION_FACTOR,NITRITE_N_HOLDING_TIME,NITRITE_N_MDL,NITRITE_N_NARS_FLAG,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NITRITE_N_UNITS,NTL_BATCH_ID,NTL_DATE_ANALYZED,NTL_DISS_BATCH_ID,NTL_DISS_DATE_ANALYZED,NTL_DISS_HOLDING_TIME,NTL_DISS_MDL,NTL_DISS_NARS_FLAG,NTL_DISS_QA_FLAG,NTL_DISS_RESULT,NTL_DISS_UNITS,NTL_HOLDING_TIME,NTL_MDL,NTL_NARS_FLAG,NTL_QA_FLAG,NTL_RESULT,NTL_RL,NTL_UNITS,PH_BATCH_ID,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_NARS_FLAG,PH_QA_FLAG,PH_RESULT,PH_UNITS,POTASSIUM_BATCH_ID,POTASSIUM_DATE_ANALYZED,POTASSIUM_DILUTION_FACTOR,POTASSIUM_HOLDING_TIME,POTASSIUM_MDL,POTASSIUM_NARS_FLAG,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,POTASSIUM_UNITS,PTL_BATCH_ID,PTL_DATE_ANALYZED,PTL_DISS_BATCH_ID,PTL_DISS_DATE_ANALYZED,PTL_DISS_HOLDING_TIME,PTL_DISS_MDL,PTL_DISS_NARS_FLAG,PTL_DISS_QA_FLAG,PTL_DISS_RESULT,PTL_DISS_UNITS,PTL_HOLDING_TIME,PTL_MDL,PTL_NARS_FLAG,PTL_QA_FLAG,PTL_RESULT,PTL_RL,PTL_UNITS,SILICA_BATCH_ID,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_MDL,SILICA_NARS_FLAG,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SILICA_UNITS,SODIUM_BATCH_ID,SODIUM_DATE_ANALYZED,SODIUM_DILUTION_FACTOR,SODIUM_HOLDING_TIME,SODIUM_MDL,SODIUM_NARS_FLAG,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SODIUM_UNITS,SULFATE_BATCH_ID,SULFATE_DATE_ANALYZED,SULFATE_DILUTION_FACTOR,SULFATE_HOLDING_TIME,SULFATE_MDL,SULFATE_NARS_FLAG,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,SULFATE_UNITS,TKN_BATCH_ID,TKN_DATE_ANALYZED,TKN_HOLDING_TIME,TKN_MDL,TKN_NARS_FLAG,TKN_QA_FLAG,TKN_RESULT,TKN_RL,TKN_UNITS,TSS_BATCH_ID,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_MDL,TSS_NARS_FLAG,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TSS_UNITS,TURB_BATCH_ID,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_MDL,TURB_NARS_FLAG,TURB_QA_FLAG,TURB_RESULT,TURB_RL,TURB_UNITS,WCHL_DATE_RECEIVED,WCHL_LAB_SAMPLE_ID,CHLA_BATCH_ID,CHLA_DATE_ANALYZED,CHLA_HOLDING_TIME,CHLA_MDL,CHLA_NARS_FLAG,CHLA_RESULT,CHLA_RL,CHLA_UNITS,CHLA_VOLUME_FILTERED,PHEO_BATCH_ID,PHEO_DATE_ANALYZED,PHEO_HOLDING_TIME,PHEO_NARS_FLAG,PHEO_RESULT,PHEO_RL,NtoP,NO3toP
2014250,4/28/2021,NRS18_MT_10040,7/30/2019,1,NPL,Region_08,MT,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,8,0.001,,,0.116,0.004,mg N/L,190801.1,01-Aug-19,2,,,,3984.76,,uEQ/L,191204.1,04-Dec-19,2,127,0.007,,,34.745,0.024,mg/L,190802.1,02-Aug-19,5,3,0.002,,,3.981,0.005,mg/L,190801,01-Aug-19,2,,,,75,,APHA PT-CO,190801.1,01-Aug-19,2,,,,1006.52,2,uS/cm at 25 C,190807.1,07-Aug-19,1,8,0.022,,,18.83,0.2,mg/L,191204.1,04-Dec-19,2,127,0.004,,,24.518,0.002,mg/L,190802.1,02-Aug-19,5,3,3.00E-04,,,0.0053,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,5,3,2.00E-04,,,0.0031,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,0.008,,,1.549,mg N/L,10,0.008,,,2.403,0.02,mg N/L,190801.1,01-Aug-19,2,,,8.24,Std. Units,191204.1,04-Dec-19,2,127,0.031,,,11.481,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,2.5,,,27.593,ug/L,10,2.5,,,212.413,4,ug/L,190805.2,05-Aug-19,6,0.001,,,5.616,0.01,mg/L,191204.1,04-Dec-19,2,127,0.009,,,129.635,0.006,mg/L,190802.1,02-Aug-19,5,3,0.001,,,294.601,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,3,,,,72.3,2,mg/L,190801.1,01-Aug-19,2,,,,73.77,1,NTU,8/1/2019,,190807.1,8/7/2019,8,0.24,,19.2,,ug/L,250,,,,,,,0.011312867,2.49514E-05
2014251,4/28/2021,NRS18_MT_10003,7/30/2019,1,NPL,Region_08,MT,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,8,0.001,,,0.006,0.004,mg N/L,190801.1,01-Aug-19,2,,,,1780.66,,uEQ/L,191204.1,04-Dec-19,1,127,0.007,,,27.912,0.024,mg/L,190802.1,02-Aug-19,1,3,0.002,,,0.199,0.005,mg/L,190801,01-Aug-19,2,,,,8,,APHA PT-CO,190801.1,01-Aug-19,2,,,,177.33,2,uS/cm at 25 C,190809.1,09-Aug-19,1,10,0.022,,,1.22,0.2,mg/L,191204.1,04-Dec-19,1,127,0.004,,,3.893,0.002,mg/L,190802.1,02-Aug-19,1,3,3.00E-04,,,0.0121,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,1,3,2.00E-04,,,8.00E-04,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,0.008,,,0.066,mg N/L,10,0.008,,,0.088,0.02,mg N/L,190801.1,01-Aug-19,2,,,8.28,Std. Units,191204.1,04-Dec-19,1,127,0.031,,,0.596,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,8,2.5,,,7.906,ug/L,10,2.5,,,10.181,4,ug/L,190805.2,05-Aug-19,6,0.001,,,8.558,0.01,mg/L,191204.1,04-Dec-19,1,127,0.009,,,4.148,0.006,mg/L,190802.1,02-Aug-19,1,3,0.001,,,3.821,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,3,,,,1.1,2,mg/L,190801.1,01-Aug-19,2,,,,0.76,1,NTU,8/1/2019,,190807.1,8/7/2019,8,0.24,,0.57,,ug/L,2000,,,,,,,0.008643552,0.001188488
2014252,4/28/2021,NRS18_NH_10006,7/31/2019,2,NAP,Region_01,NH,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,7,0.001,,,0.005,0.004,mg N/L,190801.1,01-Aug-19,1,,,,158.91,,uEQ/L,191204.1,04-Dec-19,1,126,0.007,,,4.124,0.024,mg/L,190802.1,02-Aug-19,1,2,0.002,,,20.316,0.005,mg/L,190801,01-Aug-19,1,,,,15,,APHA PT-CO,190801.1,01-Aug-19,1,,,,101.1,2,uS/cm at 25 C,190807.1,07-Aug-19,1,7,0.022,,,1.81,0.2,mg/L,191204.1,04-Dec-19,1,126,0.004,,,0.837,0.002,mg/L,190802.1,02-Aug-19,1,2,3.00E-04,,,0.1774,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,1,2,2.00E-04,,,0.0019,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,0.008,,,0.238,mg N/L,9,0.008,,,0.256,0.02,mg N/L,190801.1,01-Aug-19,1,,,7.27,Std. Units,191204.1,04-Dec-19,1,126,0.031,,,1.143,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,2.5,,,5.848,ug/L,9,2.5,,,8.941,4,ug/L,190805.2,05-Aug-19,5,0.001,,,6.746,0.01,mg/L,191204.1,04-Dec-19,1,126,0.009,,,13.362,0.006,mg/L,190802.1,02-Aug-19,1,2,0.001,,,3.67,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,2,,,,0,2,mg/L,190801.1,01-Aug-19,1,,,,0.81,1,NTU,8/1/2019,,190807.1,8/7/2019,7,0.24,,0.91,,ug/L,1000,,,,,,,0.028632144,0.019841181
2014253,4/28/2021,NRS18_WI_10061,7/31/2019,1,TPL,Region_05,WI,,,WSLOH,WATER,REGULAR,1,1,165862,8/8/2019,,8,0.015,L,L,0.0185,0.048,mg N/L,165364,8/6/2019,6,400,L,>L,4480,400,ueq/L,165539,8/7/2019,,7,0.1,L,>L,59.3,0.3,mg/L,165046,8/1/2019,,0,1.55,L,>L,48.3,5,mg/L,165131,8/1/2019,1,5,L,>L,30,5,APHA PT-CO,165364,8/6/2019,6,10,L,>L,591,10,uS/cm,166133,8/13/2019,,13,0.4,L,>L,8.52,1.3,mg/L,165539,8/7/2019,,7,0.1,L,>L,37.6,0.3,mg/L,165862,8/8/2019,,8,0.3,L,>L,1.13,1,mg N/L,165862,8/8/2019,8,0.036,L,>L,1.16,0.12,mg N/L,165227,8/2/2019,,2,0.002,L,>L,0.0257,0.007,mg N/L,170461,9/17/2019,,,,,,,,,48,0.15,L,>L,3.08,0.5,mg N/L,165364,8/6/2019,6,,,8.99,Std. Units,165539,8/7/2019,,7,0.2,L,>L,3.48,0.6,mg/L,165518,8/6/2019,,,,,,,,,6,8,L,>L,260,27,ug/L,166759,8/19/2019,19,0.1,L,>L,6.55,0.32,mg/L,165539,8/7/2019,,7,0.2,L,>L,28.8,0.6,mg/L,165046,8/1/2019,,1,0.8,L,>L,16.6,2.5,mg/L,,,,,,,,,,165236,8/2/2019,1,2,L,>L,29.2,2,mg/L,165132,8/1/2019,1,0.1,L,>L,20.4,0.1,NTU,,,,,,,,,,,,,,,,,,0.011846154,0.004346154
2014254,4/28/2021,NRS18_FL_10002,7/31/2019,2,CPL,Region_04,FL,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,7,0.001,,,0.215,0.004,mg N/L,190801.1,01-Aug-19,1,,,,334.82,,uEQ/L,191204.1,04-Dec-19,1,126,0.007,,,4.338,0.024,mg/L,190802.1,02-Aug-19,1,2,0.002,,,6.29,0.005,mg/L,190801,01-Aug-19,1,,,,60,,APHA PT-CO,190801.1,01-Aug-19,1,,,,64.56,2,uS/cm at 25 C,190809.1,09-Aug-19,1,9,0.022,,,8.18,0.2,mg/L,191204.1,04-Dec-19,1,126,0.004,,,2.507,0.002,mg/L,190802.1,02-Aug-19,1,2,3.00E-04,,,0.0827,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,1,2,2.00E-04,,,0.0053,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,0.008,,,0.564,mg N/L,9,0.008,,,0.641,0.02,mg N/L,190801.1,01-Aug-19,1,,,7.31,Std. Units,191204.1,04-Dec-19,1,126,0.031,,,1.528,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,2.5,,,47.154,ug/L,9,2.5,,,59.316,4,ug/L,190805.2,05-Aug-19,5,0.001,,,4.736,0.01,mg/L,191204.1,04-Dec-19,1,126,0.009,,,4.138,0.006,mg/L,190802.1,02-Aug-19,1,2,0.001,,,1.917,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,2,,,,2.1,2,mg/L,190801.1,01-Aug-19,1,,,,1.9,1,NTU,8/1/2019,,190807.1,8/7/2019,7,0.24,,4.53,,ug/L,250,,,,,,,0.010806528,0.001394228
2014255,4/28/2021,NRS18_NY_10268,7/31/2019,1,NAP,Region_02,NY,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,7,0.001,,,0.208,0.004,mg N/L,190802.1,02-Aug-19,2,,,,282.61,,uEQ/L,191204.1,04-Dec-19,1,126,0.007,,,3.391,0.024,mg/L,190802.1,02-Aug-19,1,2,0.002,,,0.194,0.005,mg/L,190802,02-Aug-19,2,,,,30,,APHA PT-CO,190802.1,02-Aug-19,2,,,,35.47,2,uS/cm at 25 C,190809.1,09-Aug-19,1,9,0.022,,,4.35,0.2,mg/L,191204.1,04-Dec-19,1,126,0.004,,,1.154,0.002,mg/L,190802.1,02-Aug-19,1,2,3.00E-04,,,0.023,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,1,2,2.00E-04,,,0.0017,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,0.008,,,0.309,mg N/L,9,0.008,,,0.363,0.02,mg N/L,190802.1,02-Aug-19,2,,,6.91,Std. Units,191204.1,04-Dec-19,1,126,0.031,,,0.45,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,2.5,,,11.365,ug/L,9,2.5,,,41.319,4,ug/L,190806.1,06-Aug-19,6,0.001,,,11.51,0.01,mg/L,191204.1,04-Dec-19,1,126,0.009,,,1.462,0.006,mg/L,190802.1,02-Aug-19,1,2,0.001,,,1.36,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,2,,,,6.3,2,mg/L,190802.1,02-Aug-19,2,,,,7.52,1,NTU,8/2/2019,,190813.1,8/13/2019,13,0.24,,4.54,,ug/L,250,,,,,,,0.008785305,0.000556645
2014256,4/28/2021,NRS18_IN_10002,7/31/2019,1,TPL,Region_05,IN,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,7,0.001,,,0.012,0.004,mg N/L,190802.1,02-Aug-19,2,,,,3627.73,,uEQ/L,191204.1,04-Dec-19,1,126,0.007,,,54.587,0.024,mg/L,190802.1,02-Aug-19,1,2,0.002,,,23.439,0.005,mg/L,190802,02-Aug-19,2,,,,25,,APHA PT-CO,190802.1,02-Aug-19,2,,,,523.59,2,uS/cm at 25 C,190809.1,09-Aug-19,1,9,0.022,,,3.32,0.2,mg/L,191204.1,04-Dec-19,1,126,0.004,,,23.579,0.002,mg/L,190802.1,02-Aug-19,1,2,3.00E-04,,,1.514,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,1,2,2.00E-04,,,0.0083,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,0.008,,,1.878,mg N/L,9,0.008,,,2.369,0.02,mg N/L,190802.1,02-Aug-19,2,,,8.42,Std. Units,191204.1,04-Dec-19,1,126,0.031,,,3.505,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,2.5,,,19.303,ug/L,9,2.5,,,88.785,4,ug/L,190806.1,06-Aug-19,6,0.001,,,3.302,0.01,mg/L,191204.1,04-Dec-19,1,126,0.009,,,15.94,0.006,mg/L,190802.1,02-Aug-19,1,2,0.001,,,41.071,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,2,,,,15,2,mg/L,190802.1,02-Aug-19,2,,,,8.4,1,NTU,8/2/2019,,190807.1,8/7/2019,7,0.24,,61.12,,ug/L,250,,,,,,,0.026682435,0.01705243
2014257,4/28/2021,NRS18_IA_10009,7/31/2019,1,TPL,Region_07,IA,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,7,0.001,,,0.008,0.004,mg N/L,190802.1,02-Aug-19,2,,,,4944.93,,uEQ/L,191204.1,04-Dec-19,2,126,0.007,,,73.679,0.024,mg/L,190802.1,02-Aug-19,2,2,0.002,,,14.915,0.005,mg/L,190802,02-Aug-19,2,,,,28,,APHA PT-CO,190802.1,02-Aug-19,2,,,,703.66,2,uS/cm at 25 C,190809.1,09-Aug-19,1,9,0.022,,,4.09,0.2,mg/L,191204.1,04-Dec-19,2,126,0.004,,,36.416,0.002,mg/L,190802.1,02-Aug-19,2,2,3.00E-04,,,2.4119,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,2,2,2.00E-04,,,0.0096,0.001,mg N/L,190815.1,15-Aug-19,190813.1,13-Aug-19,13,0.008,,,2.713,mg N/L,15,0.008,,,3.575,0.02,mg N/L,190802.1,02-Aug-19,2,,,8.48,Std. Units,191204.1,04-Dec-19,2,126,0.031,,,2.176,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,2.5,,,45.949,ug/L,9,2.5,,,281.735,4,ug/L,190806.1,06-Aug-19,6,0.001,,,23.741,0.01,mg/L,191204.1,04-Dec-19,2,126,0.009,,,9.746,0.006,mg/L,190802.1,02-Aug-19,2,2,0.001,,,103.851,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,2,,,,124,2,mg/L,190802.1,02-Aug-19,2,,,,64.92,1,NTU,8/2/2019,,190813.1,8/13/2019,13,0.24,,89.44,,ug/L,250,,,,,,,0.012689229,0.008560882
2014258,4/28/2021,NRS18_PA_10011,7/31/2019,1,NAP,Region_03,PA,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,7,0.001,,,0.05,0.004,mg N/L,190802.1,02-Aug-19,2,,,,1537.56,,uEQ/L,191204.1,04-Dec-19,1,126,0.007,,,28.909,0.024,mg/L,190802.1,02-Aug-19,1,2,0.002,,,22.744,0.005,mg/L,190802,02-Aug-19,2,,,,30,,APHA PT-CO,190802.1,02-Aug-19,2,,,,290.75,2,uS/cm at 25 C,190809.1,09-Aug-19,1,9,0.022,,,5.01,0.2,mg/L,191204.1,04-Dec-19,1,126,0.004,,,7.067,0.002,mg/L,190802.1,02-Aug-19,1,2,3.00E-04,,,0.9453,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,1,2,2.00E-04,,,0.0203,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,0.008,,,1.311,mg N/L,9,0.008,,,1.471,0.02,mg N/L,190803.1,03-Aug-19,3,,,8.13,Std. Units,191204.1,04-Dec-19,1,126,0.031,,,4.09,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,2.5,,,62.98,ug/L,9,2.5,,,140.633,4,ug/L,190806.1,06-Aug-19,6,0.001,,,5.893,0.01,mg/L,191204.1,04-Dec-19,1,126,0.009,,,15.924,0.006,mg/L,190802.1,02-Aug-19,1,2,0.001,,,24.439,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,2,,,,22,2,mg/L,190802.1,02-Aug-19,2,,,,16.36,1,NTU,8/2/2019,,190813.1,8/13/2019,13,0.24,,9.36,,ug/L,500,,,,,,,0.010459849,0.006721751
2014259,4/28/2021,NRS18_CA_10889,7/31/2019,1,WMT,Region_09,CA,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,7,0.001,,,0.008,0.004,mg N/L,190801.1,01-Aug-19,1,,,,1562.97,,uEQ/L,191204.1,04-Dec-19,1,126,0.007,,,13.22,0.024,mg/L,190802.1,02-Aug-19,1,2,0.002,,,4.86,0.005,mg/L,190801,01-Aug-19,1,,,,10,,APHA PT-CO,190801.1,01-Aug-19,1,,,,176.33,2,uS/cm at 25 C,190809.1,09-Aug-19,1,9,0.022,,,2.84,0.2,mg/L,191204.1,04-Dec-19,1,126,0.004,,,8.815,0.002,mg/L,190802.1,02-Aug-19,1,2,3.00E-04,,,0.0012,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,1,2,2.00E-04,,,6.00E-04,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,0.008,,,0.269,mg N/L,9,0.008,,,0.311,0.02,mg N/L,190801.1,01-Aug-19,1,,,8.28,Std. Units,191204.1,04-Dec-19,1,126,0.031,,,2.02,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,2.5,,,70.224,ug/L,9,2.5,,,75.576,4,ug/L,190805.2,05-Aug-19,5,0.001,,,19.744,0.01,mg/L,191204.1,04-Dec-19,1,126,0.009,,,11.142,0.006,mg/L,190802.1,02-Aug-19,1,2,0.001,,,6.441,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,2,,,,1.5,2,mg/L,190801.1,01-Aug-19,1,,,,0.77,1,NTU,8/1/2019,,190807.1,8/7/2019,7,0.24,,1.42,,ug/L,700,,,,,,,0.004115063,1.58781E-05
2014260,4/28/2021,NRS18_CO_RF015,7/31/2019,1,,Region_08,CO,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,7,0.001,,,0.004,0.004,mg N/L,190802.1,02-Aug-19,2,,,,221.11,,uEQ/L,191204.1,04-Dec-19,1,126,0.007,,,3.817,0.024,mg/L,190802.1,02-Aug-19,1,2,0.002,,,0.082,0.005,mg/L,190802,02-Aug-19,2,,,,30,,APHA PT-CO,190802.1,02-Aug-19,2,,,,28.81,2,uS/cm at 25 C,190809.1,09-Aug-19,1,9,0.022,,,1.5,0.2,mg/L,191204.1,04-Dec-19,1,126,0.004,,,0.485,0.002,mg/L,190802.1,02-Aug-19,1,2,3.00E-04,,,0.0261,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,1,2,2.00E-04,,,9.00E-04,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,0.008,,,0.095,mg N/L,9,0.008,,,0.105,0.02,mg N/L,190803.1,03-Aug-19,3,,,7.47,Std. Units,191204.1,04-Dec-19,1,126,0.031,,,0.311,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,2.5,,,5.47,ug/L,9,2.5,,,8.589,4,ug/L,190806.1,06-Aug-19,6,0.001,,,4.951,0.01,mg/L,191204.1,04-Dec-19,1,126,0.009,,,1.102,0.006,mg/L,190802.1,02-Aug-19,1,2,0.001,,,2.126,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,2,,,,1.2,2,mg/L,190802.1,02-Aug-19,2,,,,0.69,1,NTU,8/2/2019,,190813.1,8/13/2019,13,0.24,,1.52,,ug/L,2000,,,,,,,0.012224939,0.003038771
2014261,4/28/2021,NRS18_MT_10094,7/31/2019,1,NPL,Region_08,MT,,,WRS,WATER,REGULAR,1,0,190807.1,07-Aug-19,1,7,0.001,,,0.008,0.004,mg N/L,190802.1,02-Aug-19,2,,,,3462.82,,uEQ/L,191204.1,04-Dec-19,1,126,0.007,,,49.291,0.024,mg/L,190802.1,02-Aug-19,1,2,0.002,,,0.978,0.005,mg/L,190802,02-Aug-19,2,,,,12,,APHA PT-CO,190802.1,02-Aug-19,2,,,,350.23,2,uS/cm at 25 C,190809.1,09-Aug-19,1,9,0.022,,,1.47,0.2,mg/L,191204.1,04-Dec-19,1,126,0.004,,,10.503,0.002,mg/L,190802.1,02-Aug-19,1,2,3.00E-04,,,0.1181,0.0025,mg N/L,,,,,,,,,,190802.1,02-Aug-19,1,2,2.00E-04,,,0.0018,0.001,mg N/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,0.008,,,0.233,mg N/L,9,0.008,,,0.253,0.02,mg N/L,190802.1,02-Aug-19,2,,,8.49,Std. Units,191204.1,04-Dec-19,1,126,0.031,,,1.135,0.054,mg/L,190809.2,09-Aug-19,190807.1,07-Aug-19,7,2.5,,,7.653,ug/L,9,2.5,,,11.209,4,ug/L,190806.1,06-Aug-19,6,0.001,,,7.622,0.01,mg/L,191204.1,04-Dec-19,1,126,0.009,,,8.345,0.006,mg/L,190802.1,02-Aug-19,1,2,0.001,,,9.754,0.08,mg/L,,,,,,,,,,190802.1,02-Aug-19,2,,,,1.9,2,mg/L,190802.1,02-Aug-19,2,,,,1.18,1,NTU,8/2/2019,,190813.1,8/13/2019,13,0.24,,1.63,,ug/L,1000,,,,,,,0.022571148,0.010536176
