SITE_ID,YEAR,VISIT_NO,SAMPLED,DATE_COL,DATECHEM,TEAM_ID,SAMP_LOC,PHSTVL,PHSTVLF,COND,CONDF,ANC,ANCF,TURB,TURBF,TSS,TSSF,COLOR,COLORF,DOC,DOCF,DIC,DICF,PTL,PTLF,SE,SEF,CA,CAF,MG,MGF,NA,NAF,K,KF,NH4,NH4F,SO4,SO4F,NO3,NO3F,CL,CLF,NTL,NTLF,ZN,ZNF,SIO2,SIO2F,H,OH,HCO3,CO3,ALKCALC,CATSUM,ANSUM,ANDEF,SOBC,IONSTR,BALANCE,ORGION,CONCAL,CONDHO,DAY_SHIP,COM_LAB,COM_FLD,COM_IM ,NtoP,NO3toP
IAW02344-0115,2004,1,Yes,08/17/2004,08/17/2004,1,F,8.17, ,436,H8,3212.5,H8,5.51, ,18.2,H15,15, ,2.44, ,38.13, ,141, ,0.7, ,2942.8, ,1231, ,497.6, ,64.6, ,0.9, ,768.8, ,21532.6, ,361.4, ,5063, ,15.3,H183,11.85,H9,0.007,1.479,3106.277,43.078,3150.63,4736.87,4628.38,108.49,4736.07,0.012,1.16,24.34,525.38,472.35,2, , ,  ,35.90780142,2.463120567
IAW02344-0117,2004,1,Yes,07/14/2004,07/14/2004,1,F,7.95,H5,505,H8,3524.5,H8,39.8, ,100,H15,10, ,3.23, ,42.8,H5,423, ,0,H191B,2551.5,H253,1840, ,527.2, ,69.6, ,3.4, ,528.2,H20,37094.6,H20,667.7,H20,9094,H37,0,H197B,16.13,H9,0.011,0.891,3462.097,28.931,3491.68,4991.48,5286.11,-294.63,4988.26,0.013,-2.87,32.15,573.19,526.74,2, , ,  ,21.49881797,1.414420804
IAW02344-0118,2004,1,Yes,07/15/2004,07/15/2004,1,K,8.18,H5,600, ,5151.3,H8,3.5,H5,16.2, ,5,H5,2.32, ,58.96,H8,103, ,0,H190B,3731.9,H222,2318.1, ,301.8, ,34.7, ,1.2, ,529.7,H38,26753,H38,571.7,H38,6413,H36,0,H196B,12.97,H8,0.007,1.514,4803.786,68.171,4873.15,6387.53,6406.38,-18.85,6386.39,0.016,-0.15,23.13,698.15,638.39,2,undiluted re-run for stability 10/20/04, ,  ,62.26213592,4.189320388
IAW02344-0119,2004,1,Yes,09/12/2004,09/12/2004,1,F,8.3,H4,638, ,5693.2, ,3.36, ,41.3, ,0, ,2, ,63.01,H47,116, ,2.9, ,3858.9, ,2719.6, ,468.4, ,105.3, ,1, ,1008.6,H10,14371.6,H10,455.4,H10,3450,H79,0,B,16.38,H9,0.005,1.995,5140.441,96.165,5238.26,7153.08,6934.36,218.72,7152.16,0.019,1.55,19.97,772.69,688.79,2, , ,  ,29.74137931,1.998275862
IAW02344-0120,2004,1,Yes,07/26/2004,07/26/2004,1,K,8.03,H7,636,H9,4548.1,H11,21,H8,34.3,H17,10, ,1.79, ,53.22,H21,97, ,1.2,H212,3913.9,H213,2106.6, ,341.7, ,15.7, ,1.6, ,582.1, ,66203.6, ,510.2, ,15588, ,0,H203B,16.04, ,0.009,1.072,4319.058,43.392,4363.22,6379.43,6523.65,-144.22,6377.86,0.016,-1.12,17.83,719.97,660.42,3, , ,  ,160.7010309,11.00824742
IAW02344-0121,2004,1,Yes,07/19/2004,07/19/2004,1,F,8.01, ,691,H9,5040.3,H9,1.42, ,4.5, ,5, ,4.53, ,59.48,H4,25,H29,1.6,H219,4867.6,H218,2243.2, ,214.8, ,36.2, ,1, ,886, ,61125.8, ,555.5, ,14475,H29,0,H210B,27.9, ,0.01,1.023,4823.48,46.278,4870.45,7362.77,7298.14,64.63,7361.81,0.019,0.44,45.07,823.59,745.05,2, , ,  ,579,39.436
IAW02344-0122,2004,1,Yes,07/28/2004,07/28/2004,1,F,8.34,H5,853, ,5415.3,H9,35.3,H6,89,H15,10, ,2.62, ,63.32,H19,189, ,4.5,H210,4906.6,H211,3139.3, ,902.8,H215,44.9, ,0.8, ,2008.7, ,56004.6, ,1031.5, ,13250, ,0,H201B,16.82, ,0.005,2.188,5166.183,105.971,5274,8994.23,9217.94,-223.71,8993.52,0.024,-1.23,26.18,1048.34,913.29,1, , ,  ,70.10582011,4.779365079
IAW02344-0123,2004,1,Yes,08/17/2004,08/17/2004,1,F,8.32, ,417,H8,3163.2,H8,15.2, ,36.5,H16,10, ,1.88, ,37.84, ,194, ,1.1, ,2341.2,H226,1282.9, ,491.1, ,32.3, ,2.2, ,320.5, ,40517, ,255.2, ,9225, ,8.7,H183,18.68,H9,0.005,2.089,3087.452,60.481,3149.82,4149.39,4379.25,-229.87,4147.38,0.01,-2.7,18.77,468.12,433.76,2, , ,  ,47.55154639,3.368556701
IAW02344-0125,2004,1,Yes,07/13/2004,07/13/2004,1,F,8.45, ,530, ,4636.8,H8,2.12, ,8,H15,10, ,2.28, ,54.64,H105,82, ,0,H192B,3336.1,H268,2314.8, ,434.7, ,33.3, ,2.7, ,824.4,H21,8332.8, ,436.5,H21,2214, ,1.8,H198,16.97, ,0.004,2.818,4455.06,117.726,4575.32,6121.2,5970.92,150.29,6118.82,0.016,1.24,22.77,661.3,591.95,1, , ,  ,27,1.63902439
IAW02344-0128,2004,1,Yes,06/17/2004,06/17/2004,1,F,7.87,H4,593, ,3849.2,H8,6.25,H4,42.4, ,0,H4,1.89, ,42.05,H5,134, ,0,B,3961.1,H250,2059.7, ,391, ,22.6, ,2.6, ,583.7,H66,90061.2,H66,418,H66,21538,H33,37,H224,19.22, ,0.013,0.741,3386.921,23.541,3410.96,6436.83,5865.48,571.35,6434.34,0.016,4.64,18.84,700.99,646.69,2, ,AT X SITE,  ,160.7313433,10.84029851
IAW02344-0130,2004,1,Yes,06/22/2004,06/22/2004,1,F,8, ,780, ,6543.3, ,23.5, ,71, ,10, ,2.84, ,70.2,H7,147, ,1.7, ,5325.7,H245,2894.9, ,664.6, ,82.2, ,4.6, ,1131.8,H11,49265.2,H11,447.9,H11,11988, ,10.6,H219,21.66, ,0.01,1,5690.467,53.354,5744.43,8971.84,8119.16,852.68,8967.48,0.023,4.99,28.27,948.4,849.74,2, , ,  ,81.55102041,5.405442177
IAW02344-0132,2004,1,Yes,07/21/2004,07/21/2004,1,F,7.9,H6,655,H12,4890,X1,2.79,H6,10.3,H19,15,H5,3.8, ,56.2,H26,37, ,2,H184,4299.4,H218,2218.5, ,272.4, ,35.8, ,1.5, ,525.2,H13,55062.2,H13,659.2,H13,13338, ,0,H208B,24.79,H9,0.013,0.794,4533.699,33.765,4567.94,6827.56,6640.68,186.88,6826.1,0.017,1.39,37.77,749.64,690.23,5,"ANC RERUN ON 6/2/05 DUE TO ALKCALK CHECK, ORIGINAL ANC=6312", ,  ,360.4864865,24.0027027
IAW02344-0133,2004,1,Yes,08/04/2004,08/04/2004,1,F,8.03,H5,573,H8,5354.1,H8,11.9,H5,22.2,H15,10,H5,1.59,H15,60.87,H12,91, ,6.9,H240,3333.6,H204,2577.3, ,173.4, ,44.4, ,2.4, ,354.1, ,27776, ,274.5, ,6838, ,0,H195B,14.46,H8,0.009,1.072,4939.869,49.629,4990.23,6130.84,6067.12,63.71,6128.59,0.016,0.52,15.81,651.7,600.15,2, , ,  ,75.14285714,4.923076923
IAW02344-0134,2004,1,Yes,08/12/2004,08/12/2004,1,F,7.87,H4,464,H8,3265.4,H8,2.36,H4,17.3, ,15,H4,4.67, ,40.87,H5,65, ,0,B,3136.1,H204,1147.1, ,347.4, ,116.9, ,3.5, ,1497.1,H11,1302, ,170.5, ,639, ,1,H187,11.88, ,0.013,0.741,3291.345,22.877,3314.73,4750.9,5003.59,-252.69,4747.51,0.014,-2.59,46.42,556.02,473.21,1, , ,  ,9.830769231,0.323076923
IAW02344-0135,2004,1,Yes,07/22/2004,07/22/2004,1,F,7.96,H4,475,H8,3681.5, ,25.1,H4,55.1,H15,10,H4,7.04, ,42.73, ,129,H32,0.5,H183,2749,H215,1853.9, ,271.8, ,65.5, ,1.5, ,508.2, ,18550.4, ,553, ,5581, ,0,H207B,11.95,H8,0.011,0.912,3457.601,29.566,3487.84,4941.78,4848.54,93.24,4940.33,0.013,0.95,70.05,540.6,496.08,1, , ,  ,43.26356589,2.319379845
IAW02344-0139,2004,1,Yes,09/23/2004,09/23/2004,1,F,7.52,H5,503,H8,4086.5, ,4.75,H5,8.7,H15,15,H5,4.68, ,47.14,H33,103, ,0,B,3328.1, ,1372.2, ,462.8, ,112.8, ,2.8, ,497.8, ,1159.4, ,736.2, ,887, ,0,B,8.86, ,0.03,0.331,3669.881,11.394,3681.33,5278.7,4934.32,344.38,5275.93,0.013,3.37,46.34,563.83,517.85,2, ,WATER HAD VERY LITTLE FLOW,  ,8.611650485,0.181553398
IAW02344-0232,2004,1,Yes,06/15/2004,06/15/2004,1,F,7.89, ,582, ,3764.1,H9,17.9, ,65.7, ,10, ,1.52, ,42.39, ,68, ,0,B,3504.3,H282,2045.7, ,231.3, ,13.9, ,1.4, ,358.2, ,79732,H68,516.3,H68,19125,H35,31.2,H226,13.86,H9,0.013,0.776,3417.947,24.876,3443.36,5796.43,5604.1,192.33,5795.11,0.015,1.69,15.07,643.4,600.16,2, ,SAMPLED AT X-SITE,  ,281.25,18.91176471
IAW02344-0250,2004,1,Yes,06/24/2004,06/24/2004,1,F,8.08,H5,608, ,4425, ,13,H4,51.9, ,15,H5,4.5, ,53,H12,56, ,1.7, ,3902,H273,2229.2, ,229.8, ,27.6, ,1.4, ,759.5,H9,51788.6,H9,623.3,H9,12550, ,5.9,H217,14.76, ,0.008,1.202,4307.728,48.559,4357.19,6390.02,6575.55,-185.53,6388.67,0.017,-1.43,44.77,727.12,660.67,4, , ,  ,224.1071429,14.91607143
IAW02344-0253,2004,1,Yes,08/10/2004,08/10/2004,1,I,8.33, ,681,H9,5940.5,H8,26.4, ,47.4, ,15, ,2.93, ,66.6,H20,168, ,0.9,H202,4342.8,H206,2771.5, ,289.2, ,60.1, ,1.4, ,365.5, ,43964.2,H13,583.4,H13,10344,H34,0,H189B,14.33,H9,0.005,2.138,5433.594,108.92,5544.29,7464.89,7202.79,262.11,7463.6,0.019,1.79,29.22,798.33,735.5,2, , ,  ,61.57142857,4.220833333
IAW02344-0261,2004,1,Yes,08/02/2004,08/02/2004,1,F,8.22, ,624,H9,5092.8,H38,8.02,H4,25.6,H15,10,H4,2.41, ,59.32,H14,129, ,0,H205B,3411.4,H241,2899, ,312.2, ,69.5, ,1.3, ,401.1, ,35594.2,H8,608.8,H8,8763,H29,15.5,H197,13.26, ,0.006,1.66,4835.657,75.244,4912.24,6693.32,6496.56,196.77,6692.13,0.017,1.49,24.02,717.63,661.68,2, , ,  ,67.93023256,4.450387597
NEWS04-0101,2004,1,Yes,10/10/2004,10/10/2004,1,F,7.51,H4,74,H9,662.9, ,0.312,H4,0.8,H16,15,H4,4.66,H24,7.79, ,1,H39,0,B,559.8, ,122.6, ,62.6, ,3.4, ,0.5, ,78.9, ,93, ,9.7, ,150,H39,0,B,7.07, ,0.031,0.324,605.241,1.836,607.33,748.91,697.43,51.48,748.39,0.002,3.56,46.08,77.5,72.74,2, , ,  ,150,1.5
NEWS04-0108,2004,1,Yes,10/11/2004,10/11/2004,1,J,7.43, ,77, ,623.9, ,0.724, ,5.6, ,10, ,1.75, ,7.78, ,6,H38,1.1, ,535.4, ,109.4, ,61.8, ,8.2, ,0.4, ,85, ,855.6, ,19.9, ,245,H38,21.5, ,6.68, ,0.037,0.269,597.034,1.507,598.73,715.29,717.56,-2.27,714.83,0.002,-0.16,17.26,77.42,72.47,1, ,TAKEN AT X BUT SLID REACH 4 INCREMENTS,  ,40.83333333,2.3
NEWS04-0203,2004,1,Yes,10/15/2004,10/15/2004,1,F,7.85,H4,129, ,1135.2, ,1.19, ,0.2, ,30,H4,4.92,H19,13.65, ,4,H34,0.4, ,965.9, ,267.5, ,102.2, ,9.3, ,0.7, ,155.7, ,967.2, ,47.8, ,351,H34,0,B,5.11, ,0.014,0.708,1098.146,7.289,1106.06,1345.59,1325.23,20.36,1344.89,0.003,0.76,48.94,144.21,133.97,1, , ,  ,87.75,3.9
NEWS04-0305,2004,1,Yes,10/13/2004,10/13/2004,1,F,7.64,H5,78,H8,674, ,1.07,H5,0.8,H16,50,H5,10.98,H21,7.62, ,5,H36,0.6, ,635.3, ,132.2, ,64.6, ,5.8, ,1.1, ,55.5, ,235.6, ,32.1, ,401,H36,13, ,3.93, ,0.023,0.437,601.965,2.464,604.81,838.83,696.32,142.51,837.76,0.002,9.28,108.85,82.74,78.8,2, , ,  ,80.2,0.76
NEWS04-0401,2004,1,Yes,10/14/2004,10/14/2004,1,F,7.46,H5,54,H8,457, ,1.89,H4,0.3,H15,30,H5,7.45,H20,5.71,H4,6,H35,0.5, ,293.2, ,186.3, ,59.7, ,11.3, ,1, ,48.5, ,93, ,16.8, ,268,H35,0,B,5.29, ,0.035,0.288,440.284,1.191,441.7,551.56,508.54,43.02,550.54,0.001,4.06,73.69,56.22,53.31,2, , ,  ,44.66666667,0.25
NEWS04-0502,2004,1,Yes,10/18/2004,10/18/2004,1,G,7.78, ,189, ,1685.1, ,1.21, ,1.2, ,30, ,5.68,H17,21.34,H4,8,H31,0.4, ,1613.2, ,296.2, ,94.3, ,16.5, ,0.8, ,170.7, ,948.6, ,135.1, ,439,H31,0,B,4.42,H8,0.017,0.603,1708.113,9.65,1718.24,2021.09,2039.47,-18.38,2020.31,0.005,-0.45,56.4,219.5,205,2, , ,  ,54.875,1.9125
NEWS04-0602,2004,1,Yes,10/08/2004,10/09/2004,1,F,7.19,H4,34,H9,235.9, ,0.437,H5,0.4,H16,25,H5,6.45, ,2.96, ,4,H40,0,B,196.2, ,93.9, ,42.4, ,6.1, ,0.7, ,56.2, ,80.6, ,7.5, ,285,H40,29.4, ,2.01, ,0.065,0.155,215.42,0.313,215.81,339.45,280.89,58.56,338.68,0.001,9.44,63.46,34.1,31.47,3, ,WATER CHEM TAKEN THE DAY AFTER PHAB ASSESSMENT (10-09-04),CHEMISTRY SAMPLED ON A DIFFERENT DATE ,71.25,0.325
NEWS04-0703,2004,1,Yes,10/09/2004,10/09/2004,1,F,7.37,H5,57,H10,485.9, ,0.323,H5,0.9,H17,0,H5,2.66,H25,5.89, ,2,H40,1, ,406, ,94.3, ,46.4, ,7.3, ,0.6, ,61.8, ,744, ,9.5, ,275,H40,0,B,5.31, ,0.043,0.234,447.242,0.983,448.39,554.63,531.78,22.85,553.95,0.001,2.1,26.29,58.61,55.12,3, , ,  ,137.5,6
NEWS04-0806,2004,1,Yes,10/19/2004,10/19/2004,1,F,7.48, ,95, ,821.2, ,0.717, ,0,B,25, ,6.23,H16,9.98, ,192,H30,0.4, ,713.8, ,186.8, ,75.2, ,7.7, ,0.7, ,75.3, ,117.8, ,52.7, ,715,H30,0,B,6.01, ,0.033,0.302,772.488,2.187,774.89,984.27,904.91,79.36,983.54,0.002,4.2,61.6,101.52,96.18,2, , ,  ,3.723958333,0.009895833
NEWS04-0905,2004,1,Yes,08/18/2004,08/18/2004,1,F,7.21,H5,108,H8,780.8,H9,2.33,H5,5.8,H16,20, ,4.06, ,10.14, ,23, ,0,B,664.3, ,158.4, ,177, ,21.4, ,2.3, ,100.1, ,514.6, ,135.8, ,405, ,14,H182,4.69,H8,0.062,0.162,740.864,1.127,742.04,1023.49,986.38,37.11,1021.17,0.002,1.85,39.93,110.57,104.22,2, , ,  ,17.60869565,0.360869565
NEWS04-1001,2004,1,Yes,08/20/2004,08/20/2004,1,F,7.78,H4,121, ,893.9,H10,1.21,H4,6.2, ,30,H4,7.5, ,10.36,H4,17, ,0.7,H193,769.7, ,142.9, ,209.4, ,24.8, ,0.8, ,86.4, ,204.6, ,183.5, ,375, ,20.5, ,4.51, ,0.017,0.603,828.969,4.683,834.19,1147.64,1107.51,40.13,1146.86,0.003,1.78,74.49,124.21,117.78,3, , ,  ,22.05882353,0.194117647
NEWS04-1105,2004,1,Yes,09/15/2004,09/15/2004,15,F,6.91,H5,45,H8,266, ,0.834,H5,0.9,H15,25,H5,6.24,H15,3.25, ,1, ,0,B,221, ,106.6,H187,89.4, ,15.3, ,0.8, ,67.6, ,43.4, ,79.2, ,283, ,46.4, ,3.36, ,0.123,0.081,211.593,0.161,211.7,433.28,359.37,73.91,432.38,0.001,9.32,60.85,45.45,42.26,2, , ,  ,283,0.7
NEWS04-1106,2004,1,Yes,09/12/2004,09/12/2004,15,F,7.27, ,51, ,418.5, ,0.445, ,0.3, ,20, ,6.52, ,4.99, ,2, ,0,B,351.1, ,110.2, ,39.7, ,10, ,0.6, ,66.4, ,291.4, ,5, ,290, ,4.3, ,5.54,H9,0.054,0.186,370.678,0.647,371.43,511.67,447.66,64.02,510.98,0.001,6.67,64.21,52.12,48.67,2, , ,  ,145,2.35
NEWS04-1202,2004,1,Yes,09/17/2004,09/17/2004,15,F,7.28,H4,32, ,214.8, ,0.553,H4,0.4, ,25,H4,5.02,H60,2.49,H4,3, ,0,B,179.2, ,75.8, ,56.4, ,6.7, ,0.4, ,58.8, ,285.2, ,14.9, ,270, ,19.8, ,5.7, ,0.052,0.191,184.931,0.33,185.39,318.48,263.75,54.74,318.08,0.001,9.4,49.45,32.49,29.82,1, , ,  ,90,1.533333333
NEWS04-1302,2004,1,Yes,09/19/2004,09/19/2004,15,F,6.91,H4,23,H8,94.6, ,0.436,H4,3,H15,30, ,5.05,H15,1.4, ,1, ,0,B,101.2, ,55.4, ,47.5, ,7.6, ,0.4, ,52.4, ,37.2, ,23.4, ,178, ,17.5, ,1.95,H8,0.123,0.081,91.14,0.069,91.16,212.25,167.65,44.61,211.7,0.001,11.74,49.27,22.06,19.82,2, ,SAMPLE COLLECTED DAY AFTER MODERATE RAINFALL,  ,178,0.6
NEWS04-1303,2004,1,Yes,09/22/2004,09/22/2004,15,F,7.64,H5,196,H8,1696.9, ,1.38,H5,0,H16B,35,H6,7.88,H15,20.8, ,5, ,0,B,1468.2, ,410.1, ,239.1, ,23.8, ,1.1, ,91, ,663.4, ,283, ,483, ,0,B,4.47, ,0.023,0.437,1644.028,6.729,1651.06,2142.43,2035.82,106.61,2141.29,0.005,2.55,78.15,226.21,215.04,2, , ,  ,96.6,2.14
NEWS04-1410,2004,1,Yes,09/21/2004,09/21/2004,15,F,7.57, ,83,H8,751.8,H9,0.687, ,0,H16B,50,H7,9.73,H57,8.53, ,3, ,0,B,562.4, ,237, ,78.7, ,5.4, ,0.6, ,37.1, ,99.2, ,56.3, ,304, ,22.8, ,4.59, ,0.027,0.372,668.327,2.328,670.96,884.13,766,118.13,883.47,0.002,7.16,96.36,87.75,84.38,2, ,Water Chemistry section blank,  ,101.3333333,0.533333333
NEWS04-1702,2004,1,Yes,08/17/2004,08/17/2004,1,H,7.89, ,179,H8,1441.4,H8,3, ,14.6,H16,20, ,4.14, ,17.1, ,19, ,0,B,1352.9, ,172.3, ,225.1, ,30.1, ,0.9, ,123.1, ,452.6, ,200.1, ,320, ,22.1,H183,5.52,H9,0.013,0.776,1379.213,10.038,1389.93,1781.34,1720.57,60.77,1780.43,0.004,1.74,41.14,191.01,180.06,2, , ,  ,16.84210526,0.384210526
NEWS04-1801,2004,1,Yes,08/19/2004,08/19/2004,1,F,7.85,H5,175,H8,1251.3,H11,0.531,H5,0.6,H15,20,H5,3.73, ,14.57,H5,4, ,0.6,H194,1178.4, ,111.9, ,323.4, ,40.9, ,0.7, ,153, ,750.2, ,284, ,341, ,0.3,H181,6.32, ,0.014,0.708,1171.62,7.777,1180.02,1655.33,1629.23,26.1,1654.62,0.004,0.79,37.07,182.86,171.54,4, , ,  ,85.25,3.025
NEWS04-1901,2004,1,Yes,09/16/2004,09/16/2004,15,K,7.33,H5,45,H8,352.4, ,0.75,H5,9.3,H15,10,H5,1.67, ,4.65,H5,21,H29,0,B,196.2, ,124.7, ,99.6, ,8.8, ,0.4, ,71.4, ,86.8, ,11.4, ,159, ,7.7, ,13.22, ,0.047,0.214,350.145,0.702,350.99,429.81,435.23,-5.41,429.34,0.001,-0.63,16.44,46.31,42.76,2, ,SAMPLE COLLECTION DIFFICULT DUE TO SHALLOW WATER.  CARE WAS TAKEN TO MINIMIZE STIRRING UP SEDIMENT.,  ,7.571428571,0.066666667
NEWS04-1903,2004,1,Yes,09/14/2004,09/14/2004,15,F,6.7,H6,23,H9,46.9, ,0.176,H6,0,H16B,15,H6,3.23,H16,0.91, ,1, ,0,B,68.6, ,26.4, ,87.1, ,5.4, ,0.4, ,75.1, ,99.2, ,47.1, ,115, ,21.6, ,7.02, ,0.2,0.05,52.4,0.025,52.27,188.06,176.29,11.77,187.5,0,3.23,31.24,22.4,19.24,3, , ,  ,115,1.6
NEWS04-2002,2004,1,Yes,09/18/2004,09/18/2004,15,F,7.48,H5,62,H9,426.5, ,0.46,H5,0.9,H17,30, ,5.55,H59,4.98, ,2, ,0,B,352.5, ,143.5, ,106.6, ,10.3, ,0.4, ,51.9, ,136.4, ,91.7, ,212, ,0,B,5.16,H9,0.033,0.302,385.068,1.09,386.4,613.33,532.25,81.08,612.88,0.001,7.08,54.89,63.28,60.23,3, ,WATER LEVEL SLIGHTLY ELEVATED DUE TO RAINFALL.,  ,106,1.1
NEWS04-2101,2004,1,Yes,09/20/2004,09/20/2004,15,F,6.62,H4,35,H9,147.8, ,1.76,H4,0.6,H15,55, ,8.71,H57,2.2,H4,5, ,0,B,128.7,H192,50.5,H199,121.3, ,10.5, ,0.5, ,36.3, ,0,B,102.1, ,283, ,10.9, ,6.24, ,0.24,0.042,118.894,0.046,118.73,311.74,257.39,54.35,311,0.001,9.55,83.84,33.29,31.51,2, ,WATER STAINED/SLIGHTLY TURBID.  POSSIBLY DUE TO CONSIDERABLE RAINFALL OVER PAST 48 HOURS.,  ,56.6,0
NEWS04-2301,2004,1,Yes,08/16/2004,08/16/2004,1,F,7.12,H4,51,H8,255,H8,0.438,H4,1.4,H16,15, ,1.51, ,3.5, ,2, ,0,B,246.5, ,83.8, ,121.8, ,7, ,0.4, ,82.2, ,731.6, ,108.1, ,239, ,0,H184B,3.57, ,0.076,0.132,249.086,0.308,249.43,459.5,451.71,7.79,459.07,0.001,0.86,14.79,52.57,48.65,2, , ,  ,119.5,5.9
NEWS04-2302,2004,1,Yes,10/07/2004,10/07/2004, , ,7.45,H6,85,H12,338.6,H8,0.139,H7,0.2,H18,0,H7,1.23, ,4.25,H5,1,H42,0,B,341.2, ,122.7, ,305.7, ,10.5, ,0.4,H29,122.9, ,291.4, ,315.9, ,109,H42,16, ,5.45, ,0.035,0.282,327.006,0.864,328.1,780.5,771.66,8.83,780.11,0.002,0.57,12.17,91.86,85.41,5, , ,  ,109,4.7
NEWS04-2401,2004,1,Yes,08/14/2004,08/14/2004,1,F,7.3,H5,104,H9,373.8,H9,1.67,H5,1.1,H17,25,H4,5.1, ,4.51,H4,10, ,0,B,350.2, ,108.9, ,447.6, ,19, ,1.6, ,74.3, ,359.6, ,482.6,H10,308, ,3.4,H186,9.93, ,0.05,0.2,337.057,0.631,337.82,927.31,900.6,26.71,925.71,0.002,1.46,50.28,108.81,103.63,3, , ,  ,30.8,0.58
NEWS04-2502,2004,1,Yes,08/12/2004,08/12/2004,1,F,7.1,H5,50,H8,188.9,H8,1.3,H4,1.6, ,20,H5,3.81, ,2.38,H5,9, ,0,B,166.9,H231,38.5, ,204.9, ,11.3, ,1, ,39.1, ,217, ,177.6, ,268, ,0,H187B,9.15, ,0.079,0.126,167.756,0.198,167.99,422.64,388.28,34.36,421.57,0.001,4.24,37.41,47.59,45.4,2, , ,  ,29.77777778,0.388888889
NEWS04-2805,2004,1,Yes,08/15/2004,08/15/2004,1,G,8.01,H4,196,H8,1847.2,H8,0.218,H4,0.7,H16,10, ,0.98, ,22.72, ,1, ,0,B,1542.7, ,431.7, ,58.3, ,8.1, ,0.4, ,147.5, ,1264.8, ,40, ,324, ,0,H185B,4.23, ,0.01,1.023,1842.689,17.68,1861.27,2041.2,2069.28,-28.08,2040.78,0.005,-0.68,9.71,217.91,203.62,2, , ,  ,324,20.4
NEWS04-2907,2004,1,Yes,07/21/2004,07/21/2004,1,F,7.4,H4,109,H8,200.6,H8,0.606, ,0.3, ,5, ,1.89, ,2.74, ,2,H33,0,H217B,192.7, ,114.9, ,564.2, ,27.2, ,0.6, ,124.4, ,489.8, ,591.1, ,213,H33,3.2,H208,4.01, ,0.04,0.251,209.188,0.493,209.88,899.59,933.39,-33.8,898.99,0.002,-1.84,18.69,112.88,105.44,1, , ,  ,106.5,3.95
NEWS04-3004,2004,1,Yes,08/10/2004,08/10/2004,1,F,6.56, ,161,H9,272.8, ,2.93, ,9.5, ,15, ,3.35, ,4.68, ,28, ,0, ,320.3, ,119.6, ,850.4, ,34.5, ,3, ,120.5, ,1798, ,958.2,H13,671, ,0,H189B,7.65, ,0.275,0.036,240.728,0.082,240.55,1328.01,1348.52,-20.51,1324.75,0.002,-0.77,32.17,166.38,156.95,1, , ,  ,23.96428571,1.035714286
NEWS04-3102,2004,1,Yes,09/23/2004,09/23/2004,15,F,6.78,H5,69,H11,219.3, ,3.2,H7,1.2,H15,90,H5,12.55, ,2.38,H32,27, ,0,B,197.5, ,105, ,306.2, ,25.9, ,1.3, ,55.9, ,874.2, ,293.1, ,603, ,0,B,10.16,H11,0.166,0.06,144.353,0.082,144.32,635.97,507.61,128.36,634.52,0.001,11.22,121.72,68.98,65.71,4, , ,  ,22.33333333,0.522222222
NEWS04-3206,2004,1,Yes,07/22/2004,07/22/2004,1,F,7.04,H5,99,H11,216.2,H11,0.374,H5,0,H18B,20,H4,2.63, ,3.03,H5,8,H32,1.4,H183,317, ,105.6, ,340.8, ,20.4, ,1, ,132.3, ,1364, ,465.5, ,436,H32,8.5,H207,9.19,H8,0.091,0.11,208.946,0.215,209.17,784.87,829.1,-44.23,783.78,0.002,-2.74,25.76,100.13,93.14,4, , ,  ,54.5,2.75
NEWS04-3303,2004,1,Yes,08/08/2004,08/08/2004,1,J,6.13, ,43,H8,79.2,H9,0.574, ,0,H15B,30,H4,4.94, ,1.84, ,8, ,0, ,97.4, ,51.8, ,199.3, ,9.1, ,0.8, ,60.7, ,0,B,200.1, ,271, ,0,H191B,3.07, ,0.741,0.013,57.509,0.007,56.78,359.09,318.35,40.74,357.56,0.001,6.01,45.95,42.19,39.26,2, , ,  ,33.875,0
NEWS04-3406,2004,1,Yes,08/09/2004,08/09/2004,1,I,6.88, ,455, ,696.3,H8,0.241, ,2.3, ,20, ,4.01, ,9.66,H4,16, ,0,B,1044.3, ,228.8, ,2420.5,H212,97.6, ,6.3, ,278, ,1891, ,2803.9,H92,824, ,0,H190B,6.77, ,0.132,0.076,620.047,0.441,620.39,3797.69,3732.94,64.75,3791.3,0.006,0.86,39.09,469.15,435.55,2, , ,  ,51.5,1.90625
NEWS04-3504,2004,1,Yes,07/11/2004,07/11/2004,1,F,7.93, ,223, ,2199,H9,1.31, ,3,H15,20, ,4.83, ,28.97, ,52, ,0,H194B,1418, ,841, ,196.2, ,53.7, ,1.3, ,117.5, ,1023, ,187.6, ,605, ,0,H200B,5.87, ,0.012,0.851,2340.802,18.68,2360.17,2510.22,2681.92,-171.69,2508.98,0.006,-3.31,48.06,273.29,257.17,2, , ,  ,11.63461538,0.317307692
